"Protocol","Time","d_time","Length","Source","Destination","dst_port"
"802.11","1.367680","0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.368192","0.000512","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.368192","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.368176","-0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.368176","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.368192","0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.368192","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.368176","-0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.368176","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.368192","0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.368704","0.000512","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.368704","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.368704","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.368688","-0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.368688","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.368704","0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.368704","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.368704","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.368704","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.369200","0.000496","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.369200","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.369216","0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.369216","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.369216","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.369216","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.369200","-0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.369712","0.000512","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.369728","0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.369728","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.369728","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.369728","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.369712","-0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.370224","0.000512","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.370240","0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.370240","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.370224","-0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.370224","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.370752","0.000528","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.370752","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.370752","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.370752","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.370736","-0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.370736","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.371264","0.000528","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.371264","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.371264","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.371264","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.371248","-0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.371248","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.371264","0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.371264","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.371264","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.371264","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.371248","-0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.371248","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.371264","0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.371264","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.371264","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.371760","0.000496","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.371760","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.372288","0.000528","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.372288","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.372288","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.372288","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.372272","-0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.372272","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.372288","0.000016","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.372287","-0.000001","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.372288","0.000001","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.375360","0.003072","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.376880","0.001520","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.377904","0.001024","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.394304","0.016400","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.394304","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.395312","0.001008","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.396848","0.001536","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.418368","0.021520","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.418368","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.418368","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.419904","0.001536","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.421936","0.002032","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.425008","0.003072","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.434240","0.009232","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.435264","0.001024","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.435776","0.000512","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.435776","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.437296","0.001520","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.438320","0.001024","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.453184","0.014864","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.453184","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.453184","0.000000","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.454720","0.001536","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.455728","0.001008","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.457776","0.002048","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
"802.11","1.471104","0.013328","104","8a:dc:96:3a:1f:6c","SENAONet_3a:1e:fd",""
